Interview_ID,Candidate_ID,Requisition_ID,Stage_Name,Interviewer_ID,Interviewer_Role,Scheduled_Date,Feedback_Submitted_Date,Turnaround_Hours,SLA_Met,BARS_Score_1,BARS_Score_2,BARS_Score_3,BARS_Score_4,Mean_BARS_Score,Notes_Summary
INT-2026-0458,CAND-2026-0815,REQ-2026-ENG-G1,Structured Interview A,APD-INT-038,Hiring Manager,2026-01-31,2026-02-01,18.0,Yes,4.5,4.6,4.7,4.8,4.65,Behavioral evidence mapped to published BARS anchors
INT-2026-0459,CAND-2026-0815,REQ-2026-ENG-G1,Structured Interview B,APD-INT-039,Cross-functional Panelist,2026-02-02,2026-02-04,29.0,Yes,4.5,4.6,4.7,4.8,4.65,Independent follow-up evidence locked before panel release
INT-2026-0460,CAND-2026-0815,REQ-2026-ENG-G1,Calibration Review,APD-INT-040,Talent Acquisition Partner,2026-02-04,2026-02-06,40.0,Yes,4.5,4.6,4.7,4.8,4.65,Composite and decision evidence reviewed in calibration
INT-2026-0461,CAND-2026-0816,REQ-2026-ENG-G1,Work Sample Review,APD-INT-041,Technical Assessor,2026-02-05,2026-02-06,14.0,Yes,4.4,4.5,4.6,4.7,4.55,Work sample evidence recorded against the controlled scoring key
INT-2026-0462,CAND-2026-0816,REQ-2026-ENG-G1,Structured Interview A,APD-INT-042,Hiring Manager,2026-02-07,2026-02-09,25.0,Yes,4.4,4.5,4.6,4.7,4.55,Behavioral evidence mapped to published BARS anchors
INT-2026-0463,CAND-2026-0816,REQ-2026-ENG-G1,Structured Interview B,APD-INT-043,Cross-functional Panelist,2026-02-09,2026-02-11,36.0,Yes,4.4,4.5,4.6,4.7,4.55,Independent follow-up evidence locked before panel release
INT-2026-0464,CAND-2026-0816,REQ-2026-ENG-G1,Calibration Review,APD-INT-044,Talent Acquisition Partner,2026-02-11,2026-02-13,47.0,Yes,4.4,4.5,4.6,4.7,4.55,Composite and decision evidence reviewed in calibration
INT-2026-0465,CAND-2026-0817,REQ-2026-ENG-G1,Work Sample Review,APD-INT-045,Technical Assessor,2026-01-30,2026-01-31,21.0,Yes,4.5,4.6,4.7,4.8,4.65,Work sample evidence recorded against the controlled scoring key
INT-2026-0466,CAND-2026-0817,REQ-2026-ENG-G1,Structured Interview A,APD-INT-046,Hiring Manager,2026-02-01,2026-02-03,32.0,Yes,4.5,4.6,4.7,4.8,4.65,Behavioral evidence mapped to published BARS anchors
INT-2026-0467,CAND-2026-0817,REQ-2026-ENG-G1,Structured Interview B,APD-INT-047,Cross-functional Panelist,2026-02-03,2026-02-05,43.0,Yes,4.5,4.6,4.7,4.8,4.65,Independent follow-up evidence locked before panel release
INT-2026-0468,CAND-2026-0817,REQ-2026-ENG-G1,Calibration Review,APD-INT-048,Talent Acquisition Partner,2026-02-05,2026-02-06,17.0,Yes,4.5,4.6,4.7,4.8,4.65,Composite and decision evidence reviewed in calibration
INT-2026-0469,CAND-2026-0818,REQ-2026-ENG-G1,Work Sample Review,APD-INT-049,Technical Assessor,2026-02-06,2026-02-08,28.0,Yes,4.6,4.7,4.8,4.4,4.63,Work sample evidence recorded against the controlled scoring key
INT-2026-0470,CAND-2026-0818,REQ-2026-ENG-G1,Structured Interview A,APD-INT-050,Hiring Manager,2026-02-08,2026-02-10,39.0,Yes,4.6,4.7,4.8,4.4,4.63,Behavioral evidence mapped to published BARS anchors
INT-2026-0471,CAND-2026-0818,REQ-2026-ENG-G1,Structured Interview B,APD-INT-051,Cross-functional Panelist,2026-02-10,2026-02-11,13.0,Yes,4.6,4.7,4.8,4.4,4.63,Independent follow-up evidence locked before panel release
INT-2026-0472,CAND-2026-0818,REQ-2026-ENG-G1,Calibration Review,APD-INT-052,Talent Acquisition Partner,2026-02-12,2026-02-13,24.0,Yes,4.6,4.7,4.8,4.4,4.63,Composite and decision evidence reviewed in calibration
INT-2026-0473,CAND-2026-0819,REQ-2026-ENG-G1,Work Sample Review,APD-INT-053,Technical Assessor,2026-01-31,2026-02-02,35.0,Yes,4.6,4.7,4.8,4.4,4.63,Work sample evidence recorded against the controlled scoring key
INT-2026-0474,CAND-2026-0819,REQ-2026-ENG-G1,Structured Interview A,APD-INT-054,Hiring Manager,2026-02-02,2026-02-04,46.0,Yes,4.6,4.7,4.8,4.4,4.63,Behavioral evidence mapped to published BARS anchors
INT-2026-0475,CAND-2026-0819,REQ-2026-ENG-G1,Structured Interview B,APD-INT-055,Cross-functional Panelist,2026-02-04,2026-02-05,20.0,Yes,4.6,4.7,4.8,4.4,4.63,Independent follow-up evidence locked before panel release
INT-2026-0476,CAND-2026-0819,REQ-2026-ENG-G1,Calibration Review,APD-INT-056,Talent Acquisition Partner,2026-02-06,2026-02-08,31.0,Yes,4.6,4.7,4.8,4.4,4.63,Composite and decision evidence reviewed in calibration
INT-2026-0477,CAND-2026-0820,REQ-2026-ENG-G1,Work Sample Review,APD-INT-057,Technical Assessor,2026-02-07,2026-02-09,42.0,Yes,4.7,4.8,4.4,4.5,4.60,Work sample evidence recorded against the controlled scoring key
INT-2026-0478,CAND-2026-0820,REQ-2026-ENG-G1,Structured Interview A,APD-INT-058,Hiring Manager,2026-02-09,2026-02-10,16.0,Yes,4.7,4.8,4.4,4.5,4.60,Behavioral evidence mapped to published BARS anchors
INT-2026-0479,CAND-2026-0820,REQ-2026-ENG-G1,Structured Interview B,APD-INT-059,Cross-functional Panelist,2026-02-11,2026-02-13,27.0,Yes,4.7,4.8,4.4,4.5,4.60,Independent follow-up evidence locked before panel release
INT-2026-0480,CAND-2026-0820,REQ-2026-ENG-G1,Calibration Review,APD-INT-060,Talent Acquisition Partner,2026-02-13,2026-02-15,38.0,Yes,4.7,4.8,4.4,4.5,4.60,Composite and decision evidence reviewed in calibration
INT-2026-0481,CAND-2026-0821,REQ-2026-ENG-G1,Work Sample Review,APD-INT-001,Technical Assessor,2026-02-01,2026-02-02,12.0,Yes,4.7,4.8,4.4,4.5,4.60,Work sample evidence recorded against the controlled scoring key
INT-2026-0482,CAND-2026-0821,REQ-2026-ENG-G1,Structured Interview A,APD-INT-002,Hiring Manager,2026-02-03,2026-02-04,23.0,Yes,4.7,4.8,4.4,4.5,4.60,Behavioral evidence mapped to published BARS anchors
INT-2026-0483,CAND-2026-0821,REQ-2026-ENG-G1,Structured Interview B,APD-INT-003,Cross-functional Panelist,2026-02-05,2026-02-07,34.0,Yes,4.7,4.8,4.4,4.5,4.60,Independent follow-up evidence locked before panel release
INT-2026-0484,CAND-2026-0821,REQ-2026-ENG-G1,Calibration Review,APD-INT-004,Talent Acquisition Partner,2026-02-07,2026-02-09,45.0,Yes,4.7,4.8,4.4,4.5,4.60,Composite and decision evidence reviewed in calibration
INT-2026-0485,CAND-2026-0822,REQ-2026-ENG-G1,Work Sample Review,APD-INT-005,Technical Assessor,2026-02-08,2026-02-09,19.0,Yes,4.8,4.4,4.5,4.6,4.58,Work sample evidence recorded against the controlled scoring key
INT-2026-0486,CAND-2026-0822,REQ-2026-ENG-G1,Structured Interview A,APD-INT-006,Hiring Manager,2026-02-10,2026-02-12,30.0,Yes,4.8,4.4,4.5,4.6,4.58,Behavioral evidence mapped to published BARS anchors
INT-2026-0487,CAND-2026-0822,REQ-2026-ENG-G1,Structured Interview B,APD-INT-007,Cross-functional Panelist,2026-02-12,2026-02-15,50.0,No,4.8,4.4,4.5,4.6,4.58,Independent follow-up evidence locked before panel release
INT-2026-0488,CAND-2026-0822,REQ-2026-ENG-G1,Calibration Review,APD-INT-008,Talent Acquisition Partner,2026-02-14,2026-02-17,57.0,No,4.8,4.4,4.5,4.6,4.58,Composite and decision evidence reviewed in calibration
INT-2026-0489,CAND-2026-0823,REQ-2026-ENG-G1,Work Sample Review,APD-INT-009,Technical Assessor,2026-02-02,2026-02-05,64.0,No,4.4,4.5,4.6,4.7,4.55,Work sample evidence recorded against the controlled scoring key
INT-2026-0490,CAND-2026-0823,REQ-2026-ENG-G1,Structured Interview A,APD-INT-010,Hiring Manager,2026-02-04,2026-02-07,71.0,No,4.4,4.5,4.6,4.7,4.55,Behavioral evidence mapped to published BARS anchors
INT-2026-0491,CAND-2026-0823,REQ-2026-ENG-G1,Structured Interview B,APD-INT-011,Cross-functional Panelist,2026-02-06,2026-02-08,48.0,Yes,4.4,4.5,4.6,4.7,4.55,Independent follow-up evidence locked before panel release
INT-2026-0492,CAND-2026-0823,REQ-2026-ENG-G1,Calibration Review,APD-INT-012,Talent Acquisition Partner,2026-02-08,2026-02-09,22.0,Yes,4.4,4.5,4.6,4.7,4.55,Composite and decision evidence reviewed in calibration
INT-2026-0493,CAND-2026-0824,REQ-2026-ENG-G1,Work Sample Review,APD-INT-013,Technical Assessor,2026-02-09,2026-02-11,33.0,Yes,4.8,4.4,4.5,4.6,4.58,Work sample evidence recorded against the controlled scoring key
INT-2026-0494,CAND-2026-0824,REQ-2026-ENG-G1,Structured Interview A,APD-INT-014,Hiring Manager,2026-02-11,2026-02-13,44.0,Yes,4.8,4.4,4.5,4.6,4.58,Behavioral evidence mapped to published BARS anchors
INT-2026-0495,CAND-2026-0824,REQ-2026-ENG-G1,Structured Interview B,APD-INT-015,Cross-functional Panelist,2026-02-13,2026-02-14,18.0,Yes,4.8,4.4,4.5,4.6,4.58,Independent follow-up evidence locked before panel release
INT-2026-0496,CAND-2026-0824,REQ-2026-ENG-G1,Calibration Review,APD-INT-016,Talent Acquisition Partner,2026-02-15,2026-02-17,29.0,Yes,4.8,4.4,4.5,4.6,4.58,Composite and decision evidence reviewed in calibration
INT-2026-0497,CAND-2026-0825,REQ-2026-ENG-G1,Work Sample Review,APD-INT-017,Technical Assessor,2026-02-03,2026-02-05,40.0,Yes,4.4,4.5,4.6,4.7,4.55,Work sample evidence recorded against the controlled scoring key
INT-2026-0498,CAND-2026-0825,REQ-2026-ENG-G1,Structured Interview A,APD-INT-018,Hiring Manager,2026-02-05,2026-02-06,14.0,Yes,4.4,4.5,4.6,4.7,4.55,Behavioral evidence mapped to published BARS anchors
INT-2026-0499,CAND-2026-0825,REQ-2026-ENG-G1,Structured Interview B,APD-INT-019,Cross-functional Panelist,2026-02-07,2026-02-09,25.0,Yes,4.4,4.5,4.6,4.7,4.55,Independent follow-up evidence locked before panel release
INT-2026-0500,CAND-2026-0825,REQ-2026-ENG-G1,Calibration Review,APD-INT-020,Talent Acquisition Partner,2026-02-09,2026-02-11,36.0,Yes,4.4,4.5,4.6,4.7,4.55,Composite and decision evidence reviewed in calibration
INT-2026-0501,CAND-2026-0826,REQ-2026-ENG-G1,Work Sample Review,APD-INT-021,Technical Assessor,2026-01-28,2026-01-30,47.0,Yes,4.5,4.6,4.7,4.8,4.65,Work sample evidence recorded against the controlled scoring key
INT-2026-0502,CAND-2026-0826,REQ-2026-ENG-G1,Structured Interview A,APD-INT-022,Hiring Manager,2026-01-30,2026-01-31,21.0,Yes,4.5,4.6,4.7,4.8,4.65,Behavioral evidence mapped to published BARS anchors
INT-2026-0503,CAND-2026-0826,REQ-2026-ENG-G1,Structured Interview B,APD-INT-023,Cross-functional Panelist,2026-02-01,2026-02-03,32.0,Yes,4.5,4.6,4.7,4.8,4.65,Independent follow-up evidence locked before panel release
INT-2026-0504,CAND-2026-0826,REQ-2026-ENG-G1,Calibration Review,APD-INT-024,Talent Acquisition Partner,2026-02-03,2026-02-05,43.0,Yes,4.5,4.6,4.7,4.8,4.65,Composite and decision evidence reviewed in calibration
INT-2026-0505,CAND-2026-0827,REQ-2026-ENG-G1,Work Sample Review,APD-INT-025,Technical Assessor,2026-02-04,2026-02-05,17.0,Yes,4.6,4.7,4.8,4.4,4.63,Work sample evidence recorded against the controlled scoring key
INT-2026-0506,CAND-2026-0827,REQ-2026-ENG-G1,Structured Interview A,APD-INT-026,Hiring Manager,2026-02-06,2026-02-08,28.0,Yes,4.6,4.7,4.8,4.4,4.63,Behavioral evidence mapped to published BARS anchors
INT-2026-0507,CAND-2026-0827,REQ-2026-ENG-G1,Structured Interview B,APD-INT-027,Cross-functional Panelist,2026-02-08,2026-02-10,39.0,Yes,4.6,4.7,4.8,4.4,4.63,Independent follow-up evidence locked before panel release
INT-2026-0508,CAND-2026-0827,REQ-2026-ENG-G1,Calibration Review,APD-INT-028,Talent Acquisition Partner,2026-02-10,2026-02-11,13.0,Yes,4.6,4.7,4.8,4.4,4.63,Composite and decision evidence reviewed in calibration
INT-2026-0509,CAND-2026-0828,REQ-2026-ENG-G1,Work Sample Review,APD-INT-029,Technical Assessor,2026-01-29,2026-01-30,24.0,Yes,4.7,4.8,4.4,4.5,4.60,Work sample evidence recorded against the controlled scoring key
INT-2026-0510,CAND-2026-0828,REQ-2026-ENG-G1,Structured Interview A,APD-INT-030,Hiring Manager,2026-01-31,2026-02-02,35.0,Yes,4.7,4.8,4.4,4.5,4.60,Behavioral evidence mapped to published BARS anchors
INT-2026-0511,CAND-2026-0828,REQ-2026-ENG-G1,Structured Interview B,APD-INT-031,Cross-functional Panelist,2026-02-02,2026-02-04,46.0,Yes,4.7,4.8,4.4,4.5,4.60,Independent follow-up evidence locked before panel release
INT-2026-0512,CAND-2026-0828,REQ-2026-ENG-G1,Calibration Review,APD-INT-032,Talent Acquisition Partner,2026-02-04,2026-02-05,20.0,Yes,4.7,4.8,4.4,4.5,4.60,Composite and decision evidence reviewed in calibration
INT-2026-0513,CAND-2026-0829,REQ-2026-ENG-G1,Work Sample Review,APD-INT-033,Technical Assessor,2026-02-05,2026-02-07,31.0,Yes,4.5,4.6,4.7,4.8,4.65,Work sample evidence recorded against the controlled scoring key
INT-2026-0514,CAND-2026-0829,REQ-2026-ENG-G1,Structured Interview A,APD-INT-034,Hiring Manager,2026-02-07,2026-02-09,42.0,Yes,4.5,4.6,4.7,4.8,4.65,Behavioral evidence mapped to published BARS anchors
INT-2026-0515,CAND-2026-0829,REQ-2026-ENG-G1,Structured Interview B,APD-INT-035,Cross-functional Panelist,2026-02-09,2026-02-10,16.0,Yes,4.5,4.6,4.7,4.8,4.65,Independent follow-up evidence locked before panel release
INT-2026-0516,CAND-2026-0829,REQ-2026-ENG-G1,Calibration Review,APD-INT-036,Talent Acquisition Partner,2026-02-11,2026-02-13,27.0,Yes,4.5,4.6,4.7,4.8,4.65,Composite and decision evidence reviewed in calibration
INT-2026-0517,CAND-2026-0830,REQ-2026-ENG-G1,Work Sample Review,APD-INT-037,Technical Assessor,2026-01-30,2026-02-01,38.0,Yes,4.6,4.7,4.8,4.4,4.63,Work sample evidence recorded against the controlled scoring key
INT-2026-0518,CAND-2026-0830,REQ-2026-ENG-G1,Structured Interview A,APD-INT-038,Hiring Manager,2026-02-01,2026-02-02,12.0,Yes,4.6,4.7,4.8,4.4,4.63,Behavioral evidence mapped to published BARS anchors
INT-2026-0519,CAND-2026-0830,REQ-2026-ENG-G1,Structured Interview B,APD-INT-039,Cross-functional Panelist,2026-02-03,2026-02-04,23.0,Yes,4.6,4.7,4.8,4.4,4.63,Independent follow-up evidence locked before panel release
INT-2026-0520,CAND-2026-0830,REQ-2026-ENG-G1,Calibration Review,APD-INT-040,Talent Acquisition Partner,2026-02-05,2026-02-07,34.0,Yes,4.6,4.7,4.8,4.4,4.63,Composite and decision evidence reviewed in calibration
INT-2026-0521,CAND-2026-0831,REQ-2026-ENG-G1,Work Sample Review,APD-INT-041,Technical Assessor,2026-02-06,2026-02-08,45.0,Yes,4.8,4.4,4.5,4.6,4.58,Work sample evidence recorded against the controlled scoring key
INT-2026-0522,CAND-2026-0831,REQ-2026-ENG-G1,Structured Interview A,APD-INT-042,Hiring Manager,2026-02-08,2026-02-09,19.0,Yes,4.8,4.4,4.5,4.6,4.58,Behavioral evidence mapped to published BARS anchors
INT-2026-0523,CAND-2026-0831,REQ-2026-ENG-G1,Structured Interview B,APD-INT-043,Cross-functional Panelist,2026-02-10,2026-02-12,30.0,Yes,4.8,4.4,4.5,4.6,4.58,Independent follow-up evidence locked before panel release
INT-2026-0524,CAND-2026-0831,REQ-2026-ENG-G1,Calibration Review,APD-INT-044,Talent Acquisition Partner,2026-02-12,2026-02-14,41.0,Yes,4.8,4.4,4.5,4.6,4.58,Composite and decision evidence reviewed in calibration
INT-2026-0525,CAND-2026-0832,REQ-2026-ENG-G1,Work Sample Review,APD-INT-045,Technical Assessor,2026-01-31,2026-02-01,15.0,Yes,4.4,4.5,4.6,4.7,4.55,Work sample evidence recorded against the controlled scoring key
INT-2026-0526,CAND-2026-0832,REQ-2026-ENG-G1,Structured Interview A,APD-INT-046,Hiring Manager,2026-02-02,2026-02-04,26.0,Yes,4.4,4.5,4.6,4.7,4.55,Behavioral evidence mapped to published BARS anchors
INT-2026-0527,CAND-2026-0832,REQ-2026-ENG-G1,Structured Interview B,APD-INT-047,Cross-functional Panelist,2026-02-04,2026-02-06,37.0,Yes,4.4,4.5,4.6,4.7,4.55,Independent follow-up evidence locked before panel release
INT-2026-0528,CAND-2026-0832,REQ-2026-ENG-G1,Calibration Review,APD-INT-048,Talent Acquisition Partner,2026-02-06,2026-02-08,48.0,Yes,4.4,4.5,4.6,4.7,4.55,Composite and decision evidence reviewed in calibration
INT-2026-0529,CAND-2026-0833,REQ-2026-ENG-G1,Work Sample Review,APD-INT-049,Technical Assessor,2026-02-07,2026-02-08,22.0,Yes,4.5,4.6,4.7,4.8,4.65,Work sample evidence recorded against the controlled scoring key
INT-2026-0530,CAND-2026-0833,REQ-2026-ENG-G1,Structured Interview A,APD-INT-050,Hiring Manager,2026-02-09,2026-02-11,33.0,Yes,4.5,4.6,4.7,4.8,4.65,Behavioral evidence mapped to published BARS anchors
INT-2026-0531,CAND-2026-0833,REQ-2026-ENG-G1,Structured Interview B,APD-INT-051,Cross-functional Panelist,2026-02-11,2026-02-13,44.0,Yes,4.5,4.6,4.7,4.8,4.65,Independent follow-up evidence locked before panel release
INT-2026-0532,CAND-2026-0833,REQ-2026-ENG-G1,Calibration Review,APD-INT-052,Talent Acquisition Partner,2026-02-13,2026-02-14,18.0,Yes,4.5,4.6,4.7,4.8,4.65,Composite and decision evidence reviewed in calibration
INT-2026-0533,CAND-2026-0834,REQ-2026-ENG-G1,Work Sample Review,APD-INT-053,Technical Assessor,2026-02-01,2026-02-03,29.0,Yes,4.7,4.8,4.4,4.5,4.60,Work sample evidence recorded against the controlled scoring key
INT-2026-0534,CAND-2026-0834,REQ-2026-ENG-G1,Structured Interview A,APD-INT-054,Hiring Manager,2026-02-03,2026-02-05,40.0,Yes,4.7,4.8,4.4,4.5,4.60,Behavioral evidence mapped to published BARS anchors
INT-2026-0535,CAND-2026-0834,REQ-2026-ENG-G1,Structured Interview B,APD-INT-055,Cross-functional Panelist,2026-02-05,2026-02-06,14.0,Yes,4.7,4.8,4.4,4.5,4.60,Independent follow-up evidence locked before panel release
INT-2026-0536,CAND-2026-0834,REQ-2026-ENG-G1,Calibration Review,APD-INT-056,Talent Acquisition Partner,2026-02-07,2026-02-09,25.0,Yes,4.7,4.8,4.4,4.5,4.60,Composite and decision evidence reviewed in calibration
INT-2026-0537,CAND-2026-0835,REQ-2026-ENG-G1,Work Sample Review,APD-INT-057,Technical Assessor,2026-02-08,2026-02-10,36.0,Yes,4.8,4.4,4.5,4.6,4.58,Work sample evidence recorded against the controlled scoring key
INT-2026-0538,CAND-2026-0835,REQ-2026-ENG-G1,Structured Interview A,APD-INT-058,Hiring Manager,2026-02-10,2026-02-12,47.0,Yes,4.8,4.4,4.5,4.6,4.58,Behavioral evidence mapped to published BARS anchors
INT-2026-0539,CAND-2026-0835,REQ-2026-ENG-G1,Structured Interview B,APD-INT-059,Cross-functional Panelist,2026-02-12,2026-02-13,21.0,Yes,4.8,4.4,4.5,4.6,4.58,Independent follow-up evidence locked before panel release
INT-2026-0540,CAND-2026-0835,REQ-2026-ENG-G1,Calibration Review,APD-INT-060,Talent Acquisition Partner,2026-02-14,2026-02-16,32.0,Yes,4.8,4.4,4.5,4.6,4.58,Composite and decision evidence reviewed in calibration
INT-2026-0541,CAND-2026-0836,REQ-2026-ENG-G1,Work Sample Review,APD-INT-001,Technical Assessor,2026-02-02,2026-02-05,68.0,No,4.6,4.7,4.8,4.4,4.63,Work sample evidence recorded against the controlled scoring key
INT-2026-0542,CAND-2026-0836,REQ-2026-ENG-G1,Structured Interview A,APD-INT-002,Hiring Manager,2026-02-04,2026-02-07,51.0,No,4.6,4.7,4.8,4.4,4.63,Behavioral evidence mapped to published BARS anchors
INT-2026-0543,CAND-2026-0836,REQ-2026-ENG-G1,Structured Interview B,APD-INT-003,Cross-functional Panelist,2026-02-06,2026-02-09,58.0,No,4.6,4.7,4.8,4.4,4.63,Independent follow-up evidence locked before panel release
INT-2026-0544,CAND-2026-0836,REQ-2026-ENG-G1,Calibration Review,APD-INT-004,Talent Acquisition Partner,2026-02-08,2026-02-11,65.0,No,4.6,4.7,4.8,4.4,4.63,Composite and decision evidence reviewed in calibration
INT-2026-0545,CAND-2026-0837,REQ-2026-ENG-G1,Work Sample Review,APD-INT-005,Technical Assessor,2026-02-09,2026-02-10,13.0,Yes,4.7,4.8,4.4,4.5,4.60,Work sample evidence recorded against the controlled scoring key
INT-2026-0546,CAND-2026-0837,REQ-2026-ENG-G1,Structured Interview A,APD-INT-006,Hiring Manager,2026-02-11,2026-02-12,24.0,Yes,4.7,4.8,4.4,4.5,4.60,Behavioral evidence mapped to published BARS anchors
INT-2026-0547,CAND-2026-0837,REQ-2026-ENG-G1,Structured Interview B,APD-INT-007,Cross-functional Panelist,2026-02-13,2026-02-15,35.0,Yes,4.7,4.8,4.4,4.5,4.60,Independent follow-up evidence locked before panel release
INT-2026-0548,CAND-2026-0837,REQ-2026-ENG-G1,Calibration Review,APD-INT-008,Talent Acquisition Partner,2026-02-15,2026-02-17,46.0,Yes,4.7,4.8,4.4,4.5,4.60,Composite and decision evidence reviewed in calibration
INT-2026-0549,CAND-2026-0838,REQ-2026-ENG-G1,Work Sample Review,APD-INT-009,Technical Assessor,2026-02-03,2026-02-04,20.0,Yes,4.8,4.4,4.5,4.6,4.58,Work sample evidence recorded against the controlled scoring key
INT-2026-0550,CAND-2026-0838,REQ-2026-ENG-G1,Structured Interview A,APD-INT-010,Hiring Manager,2026-02-05,2026-02-07,31.0,Yes,4.8,4.4,4.5,4.6,4.58,Behavioral evidence mapped to published BARS anchors
INT-2026-0551,CAND-2026-0838,REQ-2026-ENG-G1,Structured Interview B,APD-INT-011,Cross-functional Panelist,2026-02-07,2026-02-09,42.0,Yes,4.8,4.4,4.5,4.6,4.58,Independent follow-up evidence locked before panel release
INT-2026-0552,CAND-2026-0838,REQ-2026-ENG-G1,Calibration Review,APD-INT-012,Talent Acquisition Partner,2026-02-09,2026-02-10,16.0,Yes,4.8,4.4,4.5,4.6,4.58,Composite and decision evidence reviewed in calibration
INT-2026-0553,CAND-2026-0839,REQ-2026-ENG-G1,Work Sample Review,APD-INT-013,Technical Assessor,2026-01-28,2026-01-30,27.0,Yes,4.4,4.5,4.6,4.7,4.55,Work sample evidence recorded against the controlled scoring key
INT-2026-0554,CAND-2026-0839,REQ-2026-ENG-G1,Structured Interview A,APD-INT-014,Hiring Manager,2026-01-30,2026-02-01,38.0,Yes,4.4,4.5,4.6,4.7,4.55,Behavioral evidence mapped to published BARS anchors
INT-2026-0555,CAND-2026-0839,REQ-2026-ENG-G1,Structured Interview B,APD-INT-015,Cross-functional Panelist,2026-02-01,2026-02-02,12.0,Yes,4.4,4.5,4.6,4.7,4.55,Independent follow-up evidence locked before panel release
INT-2026-0556,CAND-2026-0839,REQ-2026-ENG-G1,Calibration Review,APD-INT-016,Talent Acquisition Partner,2026-02-03,2026-02-04,23.0,Yes,4.4,4.5,4.6,4.7,4.55,Composite and decision evidence reviewed in calibration
